I,Q
1.992769871909663815e+00,-6.156821767613380667e-03
2.072997495125594725e+00,3.012901339891704486e-02
2.035154430793046920e+00,-2.228251515149972870e-02
2.071214666084366662e+00,1.026909345043297839e-01
2.027976035935850074e+00,-4.062728850609929193e-02
1.988304991977709379e+00,1.052648714729156193e-01
2.037970157467841048e+00,1.744397354470428449e-03
2.075051703949183146e+00,-6.877554447843713115e-02
2.045691426838908367e+00,6.840396752443005102e-02
2.078175400538627038e+00,6.295069419747951166e-03
2.043119046062058075e+00,4.255620491901190156e-02
2.141210260323783032e+00,6.119279592712966592e-02
2.071678725487462458e+00,1.689777770725126374e-02
2.171665515401757673e+00,-2.961204224064073118e-02
2.194328190304906112e+00,4.878566888346250879e-02
2.127949695828076582e+00,3.777537272977740483e-05
2.084415586797291997e+00,3.429289093042094810e-02
2.025863733032546410e+00,-1.076865286895730689e-01
2.054960036420583780e+00,2.234908585049259766e-02
2.069116269333169722e+00,-3.192929125725151029e-02
2.224447252939074193e+00,8.266548185892652612e-02
2.177250257574781855e+00,3.115436739445475930e-02
2.196594641225701583e+00,1.199288729246483082e-02
2.062393068074163338e+00,2.431549966751107850e-02
2.109850315003789056e+00,-4.992204264383591494e-02
2.219777378824609126e+00,8.116283452640270235e-02
2.205337190044211582e+00,9.956852092084522710e-02
2.200415168569713309e+00,1.964567552741081774e-02
2.244283778198836288e+00,7.952017842868193409e-02
2.295743673314016409e+00,-2.845740993362669280e-02
2.197982181076174601e+00,-3.985567831124903898e-02
2.214757874096263013e+00,2.046237436446142477e-03
2.233600881314705688e+00,2.174705191839493290e-02
2.360145248411116725e+00,-1.969933406215602228e-02
2.145948342407060672e+00,2.688840951842419100e-02
2.284980959297983727e+00,1.531947410367070356e-02
2.239735697644863688e+00,-4.991533876455275104e-02
2.273090168910925080e+00,2.593965087258606403e-02
2.221223512083438489e+00,4.317641212607606360e-02
2.267005384085782005e+00,8.573465879519548069e-03
2.316785361410145683e+00,5.763240516308462680e-02
2.438845640140176130e+00,-6.087018967484759957e-02
2.318567699980109698e+00,2.339752110659258644e-02
2.232700175894918537e+00,-5.851403531983874473e-02
2.259793191499828158e+00,-5.570406791165437993e-02
2.271624108500089889e+00,-3.154654168688950100e-02
2.216803016906193857e+00,-4.710300917871224763e-02
2.293954813929964143e+00,-2.739979093705689067e-02
2.342928612137221034e+00,-1.070751553555943786e-02
2.237910266201037057e+00,4.185772431656922810e-02
2.356640925113126617e+00,-1.605795193528512452e-02
2.339270334745485069e+00,-7.928128533847964010e-02
2.290111350674445490e+00,5.700339232475801904e-02
2.325078032163519381e+00,-4.185450668075198222e-02
2.409077684411488729e+00,-2.936021355231436310e-03
2.360292560688323160e+00,2.232682534703557542e-02
2.323785474565932319e+00,9.980520920139139898e-03
2.319160366868854961e+00,5.470897737607377520e-02
2.345672424502564191e+00,2.395015716963794575e-02
2.322447020157626607e+00,-4.306547898485540288e-02
2.241051635087095040e+00,1.089281086995830955e-01
2.442585466894195978e+00,9.716673166911661899e-03
2.345679021479314397e+00,-7.367011331075311829e-03
2.362518282833475869e+00,4.819627115277855256e-02
2.348744438126901368e+00,1.247254729650361209e-02
2.321272227033947200e+00,1.996140964696635489e-02
2.348074312765445981e+00,1.246091999300343450e-01
2.271765195578811181e+00,-1.375607141275233397e-02
2.461350151343870696e+00,-1.588804470086979323e-02
2.287679628401842358e+00,5.828925600623190498e-03
2.304669640162421818e+00,5.357579677905193599e-02
2.340197141761037436e+00,-7.532670150951996380e-02
2.426716565956250182e+00,-9.827779457382526673e-02
2.357820845045715874e+00,-2.935576353100738042e-02
2.289952297001177417e+00,-8.169614795296437082e-02
2.413982802106229286e+00,-2.124156737628192515e-02
2.392359535736877429e+00,2.512498480646451274e-02
2.387696778362724981e+00,-4.453744317761318405e-02
2.397003311029291872e+00,-7.134132883906711686e-02
2.476182334423602693e+00,3.466858085767398571e-03
2.459751361878434572e+00,4.312717423075851375e-02
2.313739655182768917e+00,-8.474867192583063202e-02
2.431564787470521960e+00,4.101161991529921058e-02
2.373157727828784314e+00,4.086531018691631073e-02
2.379304850959264694e+00,4.770425510783140449e-02
2.265341401009012934e+00,6.092401074358432672e-02
2.335151114184554011e+00,1.101006962329807992e-01
2.299157170872454525e+00,-1.780460243095275882e-02
2.381488618396339962e+00,5.478579003892905877e-03
2.395767881513730213e+00,-2.082192166240127984e-02
2.238388517791353394e+00,9.884223779053879220e-05
2.336773650806953206e+00,7.664366778181559703e-02
2.387525804351552594e+00,-6.725072419653344014e-02
2.317185398906188798e+00,-4.305248360827877707e-02
2.361589845177894276e+00,6.885904682522807352e-02
2.343344522541115804e+00,5.100182534510449422e-02
2.342080795452340602e+00,-1.815658234085390163e-02
2.307133464752445740e+00,4.272010005603599225e-02
2.253300825954169362e+00,1.706079212460166403e-02
2.252397701963384513e+00,7.501373045004940121e-02
2.341246915700452291e+00,3.725479691338631164e-03
2.306089144959682979e+00,5.128160569362912036e-02
2.296630758233481284e+00,1.321005955246310204e-01
2.277831941214638167e+00,2.990495775237331233e-02
2.277027127080180069e+00,2.466408289742181431e-03
2.338412749685244485e+00,3.612234926104897215e-02
2.265609992036225151e+00,-1.826404291019424406e-02
2.213590482147895777e+00,1.193983852762366127e-01
2.315555951850158944e+00,9.003551884799074548e-03
2.263296465373116462e+00,-1.364666601127564362e-02
2.268143811775559460e+00,-4.178445025100181037e-02
2.340249378763606725e+00,5.486100958032191777e-02
2.254372234270652253e+00,4.335937064138694480e-02
2.267325129178055843e+00,-2.486771857070466107e-02
2.191107844636907220e+00,2.882256725612113504e-02
2.233983415252368321e+00,-7.542779841064282953e-02
2.268242659586412469e+00,9.248528753657813892e-03
2.152836607682421466e+00,2.263781760383472633e-02
2.235528414271423792e+00,8.536649047796114609e-02
2.227397467929701058e+00,-3.854094013643447059e-02
2.221288388455448626e+00,-6.391763144011622377e-02
2.265901709402889264e+00,-4.477139804625208941e-02
2.223414550235361720e+00,-6.682842501574599858e-02
2.273009518932922468e+00,6.683286788794916278e-02
2.143706063726174005e+00,7.743196475120184274e-02
2.196585410946148897e+00,1.601082889744144533e-02
2.190762645552271959e+00,6.106474728425740489e-02
2.128038288663219646e+00,6.697919029011766175e-03
2.222006027160390307e+00,-4.755582385038301108e-03
2.282505706200290696e+00,-1.665188095268808552e-02
2.159113843535182209e+00,-1.551954956887827489e-02
2.181181499620883812e+00,-7.739007781545156894e-02
2.156926503390095284e+00,1.321273818036695392e-02
2.112376425900236665e+00,-2.016695510702187777e-03
2.050035609382899970e+00,3.726803620389378818e-02
2.097727281681016631e+00,4.676174821930485434e-03
2.056560365676343594e+00,-8.135185078454589686e-03
2.206850035766014795e+00,-4.355965150038153960e-02
2.112710103521988181e+00,3.607661841088066236e-03
2.097121106115399591e+00,3.691186154080810383e-02
2.152558111697307819e+00,-5.716694955419304031e-02
2.044124671098260571e+00,4.373687684036962724e-03
2.054579830791099404e+00,1.165214757647419636e-02
2.091265927053531204e+00,-3.590323918091321842e-02
2.136091073205354629e+00,-2.939281524540001203e-02
2.106382646473182962e+00,1.153054243831072231e-02
2.088389260392320868e+00,-5.667105091463114919e-02
2.072562570214477429e+00,1.749618576246962653e-02
2.081186819818476419e+00,-4.476771868296000600e-02
2.065618681772945386e+00,5.314268465166082506e-02
2.000631227997016204e+00,1.168913872694150036e-01
2.051731362360594613e+00,-4.303784008509098369e-02
1.991652702598028402e+00,2.671039311873373359e-02
2.043094110468120395e+00,-3.633709524410096842e-02
2.007705501065072173e+00,5.204770868988947696e-02
2.152557426899320170e+00,-6.326292045426075428e-02
2.019793048905295318e+00,2.402933792138563229e-02
1.949338063405199772e+00,-4.364944834446763539e-02
2.010085972769105833e+00,-1.034922945491843771e-02
2.037905852668303375e+00,-5.155126375736535094e-02
2.088966574344636395e+00,4.111752354478768329e-02
1.969377543126504815e+00,-4.184901772197935355e-02
1.915374351002102848e+00,2.759821296659138029e-02
2.033263062013669131e+00,-1.720490141311664667e-02
1.921888877096155968e+00,-5.723618589943147046e-03
1.966009574280500161e+00,7.387795370006427359e-03
1.969498365568967735e+00,-3.809123358294243950e-02
1.972523145800576749e+00,1.051835567704434600e-02
2.005505048297237636e+00,7.651672821772055599e-02
1.934598300980331143e+00,-3.890473929163571626e-02
1.954573193728188940e+00,5.859050716369224032e-02
1.966340041580897369e+00,7.490488167438921763e-02
1.970813292412413542e+00,-4.080774945140219767e-02
1.962436173985858900e+00,-7.275273025452759501e-02
1.973899051706601737e+00,1.509804500858823520e-02
1.991502302236838329e+00,-2.737037613834365085e-02
1.968977115955124146e+00,9.343016095815012689e-02
1.972631869316668451e+00,1.740377024991610110e-03
1.869244198842384908e+00,-4.010997040175896117e-02
1.946260382433754321e+00,-5.735797555058557567e-02
1.962096408163022776e+00,5.449524795454151888e-02
1.971038346622857595e+00,-2.855919870420932719e-02
1.900047842861444458e+00,2.191439973021412895e-03
1.903819535380702144e+00,4.779013725562404613e-02
1.908805975615171624e+00,-2.421291759654151110e-02
1.961504547005525678e+00,-2.296441437008031952e-03
1.981051536512918432e+00,-8.284204911260038655e-04
1.904672592036473544e+00,3.416622557580459296e-02
1.970039882259128072e+00,2.953721677551629163e-02
1.933904348469525747e+00,-1.100568656274142701e-02
1.924559010297835382e+00,3.182453074825885523e-03
1.919658810058367138e+00,-1.858895057617442059e-02
1.963142753215280756e+00,-7.388062034597224492e-02
1.937174093318013268e+00,1.288004286990646931e-02
2.033383353650606296e+00,9.460958804165339742e-02
1.880400992724615250e+00,-4.418595703455314300e-02
1.953963969729987760e+00,-3.865148548013515317e-02
1.903654589368859895e+00,-4.353638858218707164e-02
1.883797092506418469e+00,3.622958893615612491e-02
1.921590117600746828e+00,2.242427270982200530e-02
1.926557062060389125e+00,-7.926884620822836208e-03
2.068658997810376210e+00,-4.590095308194824808e-02
1.920049990867478629e+00,4.618839581996214694e-03
1.877474088393984442e+00,-7.823110636679021790e-02
1.946940463872622873e+00,7.171328342874661206e-03
1.824788226520395851e+00,4.357621930439670860e-02
1.920331042717626779e+00,-6.255995683168390220e-02
1.927806318308740163e+00,-7.662591384148319251e-02
1.973977556996834304e+00,7.897189458474297707e-02
1.990111384221200597e+00,-3.058798197522924478e-02
1.918165706990221597e+00,5.679739229719110022e-02
1.932070715043910036e+00,-7.699883259891585063e-03
1.896801407278698948e+00,-8.097740847066372746e-03
1.879332983422778991e+00,2.192063497483226486e-02
1.958395163711327047e+00,-4.419994283732203710e-02
1.888375091682896079e+00,6.624857174782276814e-03
1.936062765152557041e+00,-1.907447074120463895e-02
1.904991776318188057e+00,-6.602467217025158319e-02
1.977307206857037203e+00,1.687410373631995433e-02
2.038847723877745377e+00,-1.316539034389580844e-02
1.889987981608934664e+00,-7.851241422235390871e-03
1.872832116102844058e+00,-6.050804717070789457e-02
1.966748234025971875e+00,7.957001838814020678e-02
1.974009328945888209e+00,4.383570931930580450e-02
1.979426573286884761e+00,4.820779420859893499e-02
1.943497077420586860e+00,-1.527223512208410010e-02
1.960528183038928729e+00,-8.645914447517101531e-02
1.999761298926549635e+00,9.764586912447553724e-02
2.043346677121687716e+00,-3.054875400293406793e-03
1.896473540489245879e+00,-3.743998980100268770e-02
1.971947081220665643e+00,2.084007872415569521e-02
1.997074961568416684e+00,5.835603940016487190e-02
1.943227952272991832e+00,-1.152527804273309605e-03
2.086028243946668859e+00,6.392875839696872398e-02
1.979473783693413314e+00,5.414999692584342855e-02
2.014898028357143378e+00,-5.381905937010292296e-02
2.042506769481434503e+00,-3.368950528297381952e-02
1.980324439964822547e+00,4.787685816398837280e-02
1.918101344055215707e+00,-1.356306281905219069e-01
1.998030263299119147e+00,-7.472784658249439008e-03
2.083758228114743538e+00,-7.154156008123359334e-02
2.023851716884898622e+00,-2.382769007167623299e-02
1.998249184704978587e+00,-1.494100445146020854e-02
2.081893031187337151e+00,-1.791221889537539941e-02
2.017495004832653205e+00,-2.761306260563042847e-02
2.015581715190036149e+00,-5.485718248144070414e-02
2.061543303440929620e+00,1.145955633409343061e-01
2.103316586102526919e+00,9.337310020806754984e-02
2.186232419647644587e+00,-5.810329101281415387e-02
2.104114910622545409e+00,7.910583756517836074e-02
2.117392895953928988e+00,-1.997327452364264580e-02
2.038746102397608340e+00,6.459373666585523782e-03
2.024992389368578838e+00,-3.163697994845793456e-03
2.091787483478632748e+00,-3.298743206269829503e-02
2.099009331956698698e+00,4.919261718030733949e-02
2.036566805219621301e+00,6.294326528832890066e-03
2.077139471181357333e+00,-2.382757116096206884e-02
2.107935022683453674e+00,-6.522947219002363239e-02
2.116685336028210518e+00,-4.467975068595602534e-02
2.137158864209092179e+00,-8.206900578010484226e-02
2.133944628660528586e+00,6.111774207584732763e-04
2.092661551619548366e+00,-5.983327961421979618e-02
2.087154236853382638e+00,-1.327802562592706251e-02
2.052492847664113995e+00,6.850509268051854783e-02
2.210198990045651790e+00,5.996497864607928246e-02
2.134946269204625935e+00,-1.613844705130890655e-03
2.132571124464153201e+00,-4.354236307157496530e-03
2.098110694235619800e+00,9.399372747105040615e-02
2.286289773749969001e+00,2.603780601793556290e-02
2.083300638172582708e+00,-1.639032299382614521e-02
2.121466516677786185e+00,-7.130090585602259778e-02
2.176205313466428759e+00,1.969366090823716428e-02
2.196469012888425887e+00,4.146618862914312059e-02
2.217331376323067982e+00,-3.158257622568219625e-02
2.255530922401096205e+00,1.456013775690162548e-02
2.186308473197939861e+00,-1.817866474575145427e-02
2.111417647702366285e+00,-9.201619959950136166e-03
2.162324984382306248e+00,-1.243911028781165690e-01
2.202397341680446541e+00,-1.108907018580677570e-02
2.295517615166827952e+00,4.846846512040271782e-02
2.119204288859827479e+00,-3.157012777832791245e-02
2.244085843351919074e+00,2.626318410765813172e-03
2.193550979045432836e+00,-3.779753533459602466e-02
2.235276037799032611e+00,1.802208381463864598e-02
2.200136674771208778e+00,-1.082615987680868135e-02
2.170010880754112303e+00,-4.696207703410034545e-02
2.248272811340716881e+00,6.662757338325639433e-02
2.237967946801914465e+00,4.644660067661075808e-02
2.252141246486712323e+00,-3.024533819640874005e-02
2.209220757511803246e+00,2.488941547088887110e-02
2.191022499060497175e+00,2.687060014101903815e-02
2.151269933268212586e+00,3.211506175055880291e-02
2.270516296282435675e+00,-8.471279479975389604e-02
2.245501237118888938e+00,5.033032705163140164e-02
2.172469904960533160e+00,-2.848494814628657265e-02
2.197567779982173342e+00,-1.789139667206334633e-02
2.210919493596451346e+00,1.318940876130099971e-01
2.169002887176060490e+00,1.509366903605059013e-02
2.204280351622234235e+00,-1.931612377235877864e-02
2.183946071654196075e+00,-1.102647186377953004e-01
2.215174728565962425e+00,6.948820669731778366e-02
2.200077853448421994e+00,-6.726048354043012711e-02
2.163570022911686763e+00,-5.017194517497517575e-02
2.355008708106313353e+00,-1.656761495439245876e-02
2.319949842964390552e+00,7.082058958501462331e-02
2.214877714942465659e+00,3.866199933328796218e-02
2.261879215012533972e+00,-7.891875492012997637e-03
2.268085800247355177e+00,1.541460318194105145e-02
2.312521002177223561e+00,-3.001928464355528917e-02
2.220459396195921364e+00,6.982684478267541309e-03
2.320496677316623568e+00,3.666837238906834034e-03
2.236186030691888593e+00,4.843849478406767051e-02
2.190994732132653944e+00,4.835890612194748001e-02
2.291075528822611673e+00,2.469886911028223997e-02
2.322899391954981851e+00,-1.811737787730511445e-02
2.395135734065091171e+00,3.709111471950633093e-02
2.210866209849807529e+00,-4.598423310152330822e-03
2.304665348084301346e+00,-5.409571843565665061e-02
2.243625629951487177e+00,-2.016438959554693600e-02
2.298938435160874150e+00,4.226349189216226793e-03
2.187542229741834543e+00,4.551078918323726852e-02
2.203886345111728318e+00,-9.176408607857653582e-03
2.233490392585071316e+00,-6.045993556198030888e-02
2.276138658634455414e+00,2.837084164840970868e-03
2.235014584788143299e+00,5.672802002827619441e-03
2.294701573886736679e+00,9.291881445137652532e-03
2.312393455025818945e+00,4.599357579772150872e-02
2.295337491924013928e+00,5.094616200449492149e-02
2.351277889826964618e+00,-2.971054361908333219e-02
2.291848586781505936e+00,-3.080717290244717327e-02
2.205740631165115762e+00,-5.200993554777365996e-02
2.328869444864972937e+00,3.494078351402381960e-02
2.228034439286288748e+00,7.244100541688577866e-02
2.306391776527440651e+00,-1.575409639544617102e-02
2.343907950195197376e+00,-1.207152823624965676e-02
2.289316186929643671e+00,7.333912784494880932e-02
2.187911258121978175e+00,2.527789266075038468e-02
2.210697434599401490e+00,2.181178524005275565e-02
2.318956285768954739e+00,-5.954582529868634316e-02
2.245249013256601422e+00,3.393640346397094887e-02
2.261152938062985562e+00,-4.645681702548791481e-02
2.296646639250368604e+00,-5.670100929674790763e-02
2.290446174218872422e+00,-1.733857883833560959e-02
2.263490281899143142e+00,-2.928963617243450848e-02
2.234273518183812701e+00,-1.107998471925196633e-02
2.228393621892198695e+00,-7.204908172624593932e-02
2.289359547819204810e+00,4.794081532338362317e-02
2.275706530170068298e+00,5.638431472582144943e-02
2.232705266741909167e+00,-9.736712370704071751e-02
2.293810887122917919e+00,4.892289028332751089e-02
2.227653214388964908e+00,-4.052643149108131615e-02
2.189452970066980697e+00,4.284877684913930562e-02
2.195431665843467162e+00,-3.422324633320782128e-03
2.185852708176402537e+00,1.438778204049929446e-03
2.219243878424156602e+00,-9.254882471060935784e-03
2.289028003552776802e+00,6.060646021167431091e-02
2.180986807809339290e+00,-6.197940062625141577e-02
2.227402572776097323e+00,3.039201693675042809e-02
2.185397603634919417e+00,5.506650824447752168e-02
2.206341819603087728e+00,3.581700402702053115e-02
2.142385533901630890e+00,1.162349457161708788e-01
2.201776695621332713e+00,-2.644733813623494426e-02
2.196738868083090157e+00,4.786524112967656397e-02
2.229173194692001037e+00,-5.304531767071016431e-03
2.212524951895561198e+00,6.167030381763347752e-02
2.142197231171589777e+00,-3.844497860684737453e-04
2.255256283571397624e+00,-1.939378909312347923e-02
2.207003396699301234e+00,6.530361019358145447e-02
2.199948062747351774e+00,-2.457809695094650276e-02
2.184481597196002323e+00,-7.063628794502781194e-02
2.157256940889738850e+00,-2.584234415869142779e-02
2.194362953719510845e+00,3.095164732942662367e-02
2.206542881348640961e+00,6.960193757935456693e-02
2.091479313571930732e+00,5.556468764825605797e-03
2.145542249280965041e+00,6.590985336170127051e-02
2.153998163137025745e+00,-6.790874607387968609e-02
2.176813185176398768e+00,-2.216317324089514540e-02
2.223516340916434686e+00,-1.442875585770505946e-02
2.124881978556077744e+00,-5.727971373625982687e-03
2.135351378857150095e+00,4.204719412509825768e-03
2.128605785525277128e+00,3.454554786960963714e-02
2.107960539438098468e+00,-2.224034190852451631e-02
2.127044349627148279e+00,6.951434347656279891e-03
2.182241784572474863e+00,-2.256144516202582707e-03
2.090906016789154442e+00,-4.629449519455750006e-02
2.162587217658585192e+00,-5.683334454071769723e-03
2.050644075114514298e+00,-7.182976494855906890e-03
2.101233055167473385e+00,-8.254028250152305179e-03
2.108364669709323458e+00,1.587972829072537397e-03
2.207247136796661735e+00,3.783677030669306551e-03
2.109850677825737097e+00,-2.161475895536651287e-02
2.012019543758596374e+00,6.363573669856324722e-02
2.017488967430276059e+00,-5.847403146015083680e-02
2.112715891545877689e+00,-3.604850542349481712e-02
2.136513823676716051e+00,1.389981812111777959e-01
2.122534292982849458e+00,-5.189956774946150042e-02
2.112277298316878049e+00,-6.768773373548793437e-02
2.161416489272761865e+00,3.672383725006089089e-02
2.072730526080829971e+00,-1.038559926886937074e-01
2.138372769939603124e+00,-1.176369549862194691e-02
2.006268030151908022e+00,1.072912462538244266e-01
2.039743485843114712e+00,-7.724679610767003213e-02
1.994632121481501930e+00,-9.909822428693566831e-02
2.071502729217253869e+00,-7.495906009788491642e-02
2.080603924751605049e+00,4.491797841734928437e-02
2.083233254975280335e+00,5.623883599929063032e-02
2.074533677965665124e+00,-2.562943984892544075e-02
2.021326617138299753e+00,3.416062020005344174e-02
2.057805993805342570e+00,6.951276637559948568e-02
1.993407352319238157e+00,8.936732072149128348e-02
2.135515576937738302e+00,-1.231676405899240906e-02
2.047851184026023397e+00,-1.150735858834993491e-01
2.032496729375259381e+00,-4.104394612048434254e-02
2.131829339481028818e+00,-2.134020974676288304e-02
1.989257498115843514e+00,-1.294693982891952956e-02
1.996497088240351658e+00,-9.392970050435975327e-03
1.998469263480036950e+00,5.594472989653346412e-02
2.046979830231391073e+00,6.372142133437906641e-02
2.066266897899912358e+00,-8.583682696239167478e-03
2.076427611015427388e+00,5.492424380259093575e-02
2.166189046039047827e+00,1.788306833155446987e-02
1.926628684040769146e+00,3.225298643128586117e-03
2.071360550329200301e+00,4.532720785549819442e-02
2.011848494547570532e+00,3.612602411895790826e-03
2.005555411439069236e+00,1.028905588548881256e-01
1.998227230737270377e+00,-7.192055833972796353e-02
1.980942725998187992e+00,-2.575854495460088919e-02
2.111832851264787259e+00,-6.325944847697515493e-03
2.072608807485651461e+00,2.197263452289953053e-02
2.032274201951460579e+00,6.339802435515444479e-02
