I,Q,label
1.512050701426592259e+00,-9.485579607384577727e-01,1.000000000000000000e+00
-8.272733845425934707e-01,-6.932815273512700216e-01,0.000000000000000000e+00
1.299930311359589030e+00,-1.789129019063943948e+00,1.000000000000000000e+00
1.003895101822197766e+00,-8.247387403399986106e-01,1.000000000000000000e+00
-8.539768185772651510e-01,-4.874717048396388641e-01,0.000000000000000000e+00
6.301672733810054217e-01,-1.112536884759676603e+00,1.000000000000000000e+00
-7.917309790392039748e-01,-1.167535587704714883e+00,0.000000000000000000e+00
1.570575234496678352e-01,-1.895350552792594900e+00,1.000000000000000000e+00
1.502447598509754734e+00,-1.598805785654611622e+00,1.000000000000000000e+00
2.094988921691151584e-01,-2.252020168297304892e+00,1.000000000000000000e+00
-1.024675940742020286e+00,-1.836870008199197768e+00,0.000000000000000000e+00
1.158125131709153433e-01,-6.704165668241315323e-01,0.000000000000000000e+00
3.611198943084068524e-01,-4.910720882329333570e-02,1.000000000000000000e+00
-2.143123234014720491e-01,-1.337740803249759747e+00,0.000000000000000000e+00
-1.954897924334055848e+00,-2.985382520007773266e-02,0.000000000000000000e+00
-1.399981300279067309e+00,-1.998024484973894399e+00,0.000000000000000000e+00
-1.939098508924490538e-01,4.455109167418780380e-02,0.000000000000000000e+00
-1.305865764201008528e-02,-8.933705514692688032e-01,0.000000000000000000e+00
-4.078178960646262063e-01,-7.486173321052946861e-01,0.000000000000000000e+00
1.084659361790651255e+00,-1.034729399510759817e+00,1.000000000000000000e+00
7.572956188732067329e-01,-1.206621675445208819e+00,1.000000000000000000e+00
-1.082177361330607379e+00,-1.315662649928835748e+00,0.000000000000000000e+00
-1.412833402004239902e-01,-1.224494924892822745e+00,1.000000000000000000e+00
2.108995133218100060e-01,-1.727119770103333174e+00,1.000000000000000000e+00
7.951421424740079402e-01,-4.793239683231480530e-01,1.000000000000000000e+00
1.164353369898425195e+00,-1.960575413307036108e+00,1.000000000000000000e+00
-1.200009135182438014e+00,-7.049395175013406512e-01,0.000000000000000000e+00
2.139513701281139380e-01,-1.287641686493959936e+00,1.000000000000000000e+00
9.802211164095446794e-01,-1.659497338927265364e+00,1.000000000000000000e+00
-6.525073138242892812e-01,-1.842337858954550711e+00,0.000000000000000000e+00
-1.005878888872876020e+00,-1.015434144424180118e+00,0.000000000000000000e+00
-9.130179986856590268e-02,-9.550877425152481948e-01,1.000000000000000000e+00
6.953761674339281607e-01,-8.990801342868738333e-01,1.000000000000000000e+00
8.171521339295995112e-01,-4.932548965085256087e-01,1.000000000000000000e+00
7.678073182212223902e-01,-1.390027882058074260e+00,1.000000000000000000e+00
7.663438184134105935e-01,-9.036760969772537067e-01,1.000000000000000000e+00
7.296251020601208781e-01,-1.155029265893506629e+00,1.000000000000000000e+00
-1.056190910800646865e+00,-1.506775570270922682e+00,0.000000000000000000e+00
3.892430997421980621e-03,-3.005367399019780450e-01,1.000000000000000000e+00
8.326344920162620511e-02,-1.521777710393401373e+00,1.000000000000000000e+00
-1.064398699681867955e+00,-7.278629230232279701e-01,0.000000000000000000e+00
-8.526699060432830768e-01,-5.514540751585816913e-01,0.000000000000000000e+00
-1.041940379019203444e+00,-1.035828030383547649e+00,0.000000000000000000e+00
-1.122868593527147851e+00,-1.027505476087544611e-01,0.000000000000000000e+00
1.113958573825123421e-01,-1.020414756381933907e+00,1.000000000000000000e+00
1.022083507363317878e+00,-9.684255627696986002e-01,1.000000000000000000e+00
6.125512374584145547e-01,-1.240235461362160896e+00,1.000000000000000000e+00
7.271008028868235495e-01,-1.248826112309691982e+00,1.000000000000000000e+00
1.187134625294723467e+00,-7.006361069977207201e-02,1.000000000000000000e+00
4.264491743933519485e-01,-1.860226601284986625e+00,1.000000000000000000e+00
-7.493360910728965596e-01,1.145295573317106630e-01,0.000000000000000000e+00
3.033577829124033398e-01,-3.557667087734139866e-01,1.000000000000000000e+00
1.336553401409511510e-01,-1.452119232349445843e+00,0.000000000000000000e+00
-4.207035273046315083e-01,-3.611267999311795762e-01,0.000000000000000000e+00
5.156311964035251716e-01,-1.277115291546628617e+00,1.000000000000000000e+00
-9.960355238715909998e-01,-1.682703476841882040e+00,0.000000000000000000e+00
3.805562943642651907e-01,-1.787295244876575984e+00,1.000000000000000000e+00
-6.881533327676561118e-01,-1.560311727024769501e+00,0.000000000000000000e+00
8.220880227926425921e-01,-1.953272934597261479e+00,1.000000000000000000e+00
-5.397549507900406551e-01,-7.585606306909862262e-01,0.000000000000000000e+00
-2.916727543884589657e-01,-9.882968265716616241e-01,1.000000000000000000e+00
1.319029563133914840e+00,-1.780145620841050436e+00,1.000000000000000000e+00
1.541481260316120316e+00,-9.658156068124250648e-01,1.000000000000000000e+00
3.526891390180643127e-01,-1.203209650324300828e+00,1.000000000000000000e+00
9.843585231581299944e-01,-1.137322415789241870e+00,1.000000000000000000e+00
-4.358170706740845946e-01,-1.635661908035131784e+00,0.000000000000000000e+00
-6.205146548792301875e-01,-1.882182359947938810e+00,0.000000000000000000e+00
-7.608080975716193795e-01,-1.627278932227843367e+00,0.000000000000000000e+00
3.374300956023854603e-01,-5.572785238902290272e-01,1.000000000000000000e+00
-1.595400066001346762e-01,-8.707560510418601574e-01,0.000000000000000000e+00
1.590386845609792488e-01,-1.333529336342848648e+00,1.000000000000000000e+00
1.311743916886860539e+00,-1.104466654675495318e+00,1.000000000000000000e+00
4.544697030935779258e-01,-9.786661917982626413e-01,0.000000000000000000e+00
-6.091705086522534174e-01,-1.329883343596699241e+00,0.000000000000000000e+00
7.719655192884098405e-01,-1.251560029685719666e+00,1.000000000000000000e+00
-3.511407285529739575e-01,-6.969739530981565734e-01,0.000000000000000000e+00
3.122003366432939964e-01,-1.840941588274336738e+00,1.000000000000000000e+00
-2.129076196543795430e-01,-9.213294480391758245e-01,1.000000000000000000e+00
1.535117638103319360e-01,-2.251770407971688925e+00,1.000000000000000000e+00
8.994843691627507631e-01,7.117464722094757335e-02,1.000000000000000000e+00
7.021596111273220586e-01,-7.560797242696267739e-01,1.000000000000000000e+00
-6.642803876234866234e-01,-1.224769938091019972e+00,0.000000000000000000e+00
-2.456568254033849041e-01,-1.320462383589774191e+00,0.000000000000000000e+00
8.388912239332202425e-01,-1.014476208397440793e+00,1.000000000000000000e+00
3.711498400757443639e-01,-6.793039367271862528e-01,1.000000000000000000e+00
-7.926749452449735056e-01,-1.553197691241871015e+00,0.000000000000000000e+00
-4.369401451120674129e-01,-1.624559102390967347e+00,0.000000000000000000e+00
7.192856455818328332e-01,-1.179884609817549501e+00,1.000000000000000000e+00
-1.622472839814801393e-01,-9.379759950554722447e-01,0.000000000000000000e+00
6.926815875246967735e-01,-7.664419618953042246e-01,1.000000000000000000e+00
-1.009129238861250499e-02,-8.964199583195174847e-01,0.000000000000000000e+00
7.103713768189590105e-01,-1.831243227670527496e+00,1.000000000000000000e+00
-1.237751898434955589e+00,-1.327937463672782314e+00,0.000000000000000000e+00
4.004389658176271682e-01,-1.268810762988170637e+00,1.000000000000000000e+00
-6.768701044487156482e-01,-9.104787343170832603e-01,0.000000000000000000e+00
-7.404444559268148485e-01,-9.320742895823476148e-01,0.000000000000000000e+00
7.374322743023288274e-01,-2.163058394672383145e+00,1.000000000000000000e+00
-1.174862763806646448e+00,-1.247368889356256449e+00,0.000000000000000000e+00
1.003476954767149598e-01,-8.753607464973454100e-01,1.000000000000000000e+00
6.018034927457949212e-02,-5.659441856467902765e-01,0.000000000000000000e+00
5.984736314321646988e-01,-4.299620430704717000e-01,1.000000000000000000e+00
-6.308613382962133809e-01,-1.343868097054468302e+00,0.000000000000000000e+00
3.984937351267988648e-01,-1.326559954739511937e+00,1.000000000000000000e+00
-8.992834761678836220e-01,-1.090117000307704753e+00,0.000000000000000000e+00
7.854820574222010077e-01,-1.173802101418740529e+00,1.000000000000000000e+00
-4.867259820240942281e-01,-5.800019741022779396e-01,0.000000000000000000e+00
1.179972134617930601e+00,-1.917774095720399474e+00,1.000000000000000000e+00
-5.717655005537086721e-01,-7.081651558758108589e-01,1.000000000000000000e+00
2.175571768955819607e-02,-1.287707812441789557e+00,1.000000000000000000e+00
-1.290251579926948944e+00,-2.076315330285458671e+00,0.000000000000000000e+00
9.759264309996626974e-01,-7.957475313441242371e-01,1.000000000000000000e+00
-9.934502672606289053e-01,-2.470846257567903770e+00,0.000000000000000000e+00
4.320728427710273656e-01,-9.794231087941744907e-01,1.000000000000000000e+00
-1.444650851284333459e+00,-1.083645151605870716e+00,0.000000000000000000e+00
6.975401423107709942e-01,-8.856793616949034664e-01,1.000000000000000000e+00
-6.454048826901925828e-01,-1.661859581936226293e+00,0.000000000000000000e+00
-1.069093160650235186e-01,-1.254589898008933613e+00,0.000000000000000000e+00
6.915427971423028231e-01,-1.641959091032045848e+00,1.000000000000000000e+00
-9.268361924930244022e-01,-1.617726468508899007e+00,0.000000000000000000e+00
-7.916680968589806522e-01,-3.194708714242768810e-01,0.000000000000000000e+00
1.924449543159056919e-02,-1.982105810433818283e+00,1.000000000000000000e+00
3.039009684953508650e-02,-1.279986950071381635e+00,0.000000000000000000e+00
-1.039731436227227412e+00,-6.553727677974103827e-01,0.000000000000000000e+00
-1.008002836765701238e+00,-2.623202547219805059e-01,0.000000000000000000e+00
1.044158002566903276e+00,-1.419280815568298992e+00,1.000000000000000000e+00
3.734590397354825564e-01,-1.478182572997117861e+00,0.000000000000000000e+00
1.076242752901922284e+00,-1.025678821292201670e+00,1.000000000000000000e+00
-5.432442219787014803e-02,-3.945695131320222648e-01,0.000000000000000000e+00
-6.891929923643859146e-01,-1.552034046668540279e+00,0.000000000000000000e+00
-4.752089954277110007e-01,-1.514182796371501549e+00,0.000000000000000000e+00
1.711888690660580359e+00,-1.107057445954078956e+00,1.000000000000000000e+00
-8.878558425533235043e-01,-1.082984958562994482e+00,0.000000000000000000e+00
-1.378758211662117539e+00,-1.661132130750774483e+00,0.000000000000000000e+00
1.305402020869481428e+00,-1.503772250981145531e+00,1.000000000000000000e+00
-1.228650558238238988e+00,-9.069987352318055196e-01,0.000000000000000000e+00
1.298047144228767102e+00,-8.158484561629143483e-01,1.000000000000000000e+00
1.203218909800176872e+00,-1.553722655780178208e+00,1.000000000000000000e+00
-1.416100400268191173e+00,-4.246582855177052362e-01,0.000000000000000000e+00
5.438551474762008953e-01,-1.300741619722971310e+00,1.000000000000000000e+00
-4.109799597274021998e-02,-8.972101067951185893e-01,0.000000000000000000e+00
9.331389529380725856e-01,-9.282393904490571224e-02,1.000000000000000000e+00
3.834359517071972423e-01,-7.114050474548291314e-01,1.000000000000000000e+00
-6.766885044487269685e-01,-1.041028972063820168e+00,0.000000000000000000e+00
1.469429280103534463e+00,-9.214072333506357904e-01,1.000000000000000000e+00
9.743431064220852145e-01,-6.390714428405466219e-01,1.000000000000000000e+00
5.227187021258260513e-01,-1.594929945164950791e+00,1.000000000000000000e+00
1.827904698867519606e-01,-2.158503406183448714e+00,1.000000000000000000e+00
1.733298631867429940e+00,-1.726929294356289279e+00,1.000000000000000000e+00
-8.158218786901552111e-01,-1.313731761439908885e+00,0.000000000000000000e+00
8.588984158018191373e-01,-7.674565052257993347e-01,1.000000000000000000e+00
-2.749583227173965083e-01,-1.466863830779917777e+00,0.000000000000000000e+00
6.216342100040630481e-01,-1.034035136251297837e+00,1.000000000000000000e+00
-8.295406299890427659e-01,-3.716523234854522961e-01,0.000000000000000000e+00
-4.597075910781435182e-01,-8.078862184705398741e-01,0.000000000000000000e+00
1.036635701230975037e+00,-5.885881827527852383e-01,1.000000000000000000e+00
7.957058462491222173e-01,-1.823741085473371104e+00,1.000000000000000000e+00
9.050390427735894860e-01,-1.501003558391362347e+00,1.000000000000000000e+00
-9.695034077721476073e-01,-8.821431021179020338e-01,0.000000000000000000e+00
1.324336602614086589e+00,-1.164689323127416909e+00,1.000000000000000000e+00
-5.507785605977872923e-01,-3.242176391778296418e-01,0.000000000000000000e+00
-5.848184771529850723e-01,1.255164455947488378e-01,0.000000000000000000e+00
-4.224402440814971071e-01,-2.055706491073357345e+00,0.000000000000000000e+00
1.081865877449534885e+00,-9.847459190540588381e-01,1.000000000000000000e+00
1.350071443938641647e+00,-8.387344358604684746e-01,1.000000000000000000e+00
-7.744230588891560796e-01,-1.787474229640131362e+00,0.000000000000000000e+00
-8.097066955402818511e-01,-1.600585338600098773e+00,0.000000000000000000e+00
4.149333419949073898e-01,-8.810359092851429708e-01,1.000000000000000000e+00
1.297571852784339397e-01,-9.779893465839580857e-01,0.000000000000000000e+00
1.072535358796765648e-01,-9.530237773853773575e-01,1.000000000000000000e+00
-1.068793235744436299e-01,-1.480216563655139650e+00,0.000000000000000000e+00
6.381864835608098696e-01,-1.167981014130849093e+00,1.000000000000000000e+00
-1.097644223438389188e+00,-8.511848945735190908e-01,0.000000000000000000e+00
6.447209925933780061e-01,-9.655588895419338069e-01,1.000000000000000000e+00
-1.148941155798319347e+00,-1.394054261657153848e+00,0.000000000000000000e+00
1.066385745811154528e+00,-1.361741687541331292e+00,1.000000000000000000e+00
1.568676992513971413e+00,-1.375143204302748945e+00,1.000000000000000000e+00
-5.928527040213262822e-01,-7.090296955589037164e-01,0.000000000000000000e+00
-1.414377933363784923e+00,-2.055729517485836766e+00,0.000000000000000000e+00
-5.763309038777864046e-02,-5.440330597818566760e-01,1.000000000000000000e+00
-9.811241398434925598e-01,1.037745313386775337e-01,0.000000000000000000e+00
4.230712675685744384e-01,-1.083049459896929134e+00,1.000000000000000000e+00
6.585990938666863581e-02,-1.722786674158871545e-01,0.000000000000000000e+00
1.735946855215467544e+00,-5.711419961988765115e-01,1.000000000000000000e+00
1.217226329802999940e+00,-8.790616368948561687e-01,1.000000000000000000e+00
1.094375604980587724e+00,-1.450917969659714313e+00,1.000000000000000000e+00
2.960956251861151522e-01,-1.177012340200923823e+00,1.000000000000000000e+00
6.201027556348045477e-01,-1.401939136159085386e+00,1.000000000000000000e+00
1.053388790625626292e+00,-6.976725072101923608e-01,1.000000000000000000e+00
-6.609916237513454584e-01,-4.365600709678176816e-01,0.000000000000000000e+00
-1.276039623964021708e+00,-1.272154841135307635e+00,0.000000000000000000e+00
-1.063606227198671705e+00,-2.108593420031978471e+00,0.000000000000000000e+00
6.638547239759191587e-01,-1.236198865687089476e+00,1.000000000000000000e+00
1.461919938518334128e+00,-8.599192692180589459e-01,1.000000000000000000e+00
1.931016547326662725e-01,-2.482788283283535735e-01,1.000000000000000000e+00
1.315711914659945192e+00,-8.842762597611397712e-01,1.000000000000000000e+00
-8.184371163221851875e-01,-1.655044729857188424e+00,0.000000000000000000e+00
-8.912984549327956918e-01,-6.309508016433555966e-01,0.000000000000000000e+00
1.647488219864573278e+00,-4.037033473593532040e-01,1.000000000000000000e+00
-9.496197777904062942e-01,-1.735133828139954204e+00,0.000000000000000000e+00
-6.347519434416671880e-01,-2.059544794276874313e+00,0.000000000000000000e+00
8.667789239896594999e-01,-1.249126404644782085e+00,1.000000000000000000e+00
-9.382133178313902810e-01,-1.972676645128846218e+00,0.000000000000000000e+00
9.619951201821270725e-01,-1.441675531326403359e+00,1.000000000000000000e+00
-1.290153484752413204e+00,-2.611456218136273044e+00,0.000000000000000000e+00
6.914376143719506151e-01,-2.891993131605756773e-01,1.000000000000000000e+00
1.535824674171203608e+00,-1.403873239788583582e+00,1.000000000000000000e+00
4.040890367163784691e-01,-9.409379834579358892e-01,1.000000000000000000e+00
2.060023473031230012e-01,-1.024429161585714620e+00,1.000000000000000000e+00
-3.221549277049240434e-01,-5.618584995532948101e-01,0.000000000000000000e+00
6.551180286572924061e-01,-1.277161986583930542e+00,1.000000000000000000e+00
2.662037735189882182e-01,-1.588765288515377794e+00,1.000000000000000000e+00
5.919556209465053342e-01,-9.916423580873586774e-01,1.000000000000000000e+00
-2.484027537806444696e-01,-1.576914586835620913e+00,0.000000000000000000e+00
1.451539351377029607e+00,-1.310886912016732131e+00,1.000000000000000000e+00
-7.158787140714872876e-01,-1.548930951069360296e+00,0.000000000000000000e+00
-5.069250632392020561e-01,-7.333024133149228518e-01,1.000000000000000000e+00
-3.367731183510525028e-01,-1.315988890054555327e+00,0.000000000000000000e+00
-6.716997082848332745e-01,-9.173555026433988235e-01,0.000000000000000000e+00
-7.607786154600260087e-02,-1.439851450168595060e+00,1.000000000000000000e+00
-3.080627270863556255e-01,-1.802469823080073308e+00,0.000000000000000000e+00
8.519740329805833845e-01,-1.853616013807150242e+00,1.000000000000000000e+00
9.384100581140318864e-01,-1.193145852644189597e+00,1.000000000000000000e+00
-1.023708410554859949e-01,-5.929554342668620359e-01,1.000000000000000000e+00
-1.072490855296293732e+00,-1.580451330002639043e+00,0.000000000000000000e+00
-6.049104682817977308e-01,-6.010064367810910024e-01,0.000000000000000000e+00
1.972841574080702598e-01,-1.144485186571461810e+00,1.000000000000000000e+00
9.196033170625552700e-01,-8.287723078638756791e-01,1.000000000000000000e+00
-6.169742892586566052e-01,-1.358839031037109679e+00,0.000000000000000000e+00
2.913999565729089025e-01,-1.132253169972260443e+00,1.000000000000000000e+00
1.691255609044652886e-01,-2.636000353242751615e+00,1.000000000000000000e+00
9.234749689761025948e-01,-7.233576909523500298e-01,1.000000000000000000e+00
-1.886661284668188276e+00,-1.680190463850417260e+00,0.000000000000000000e+00
-3.956179363946702998e-01,-1.465773766395992439e-01,0.000000000000000000e+00
-6.947982130595652395e-01,-1.539326582110015718e+00,0.000000000000000000e+00
6.137468463448486622e-01,-4.878869019213553093e-01,1.000000000000000000e+00
3.822129773350010917e-01,-1.574921114820574619e+00,1.000000000000000000e+00
4.638233058062525282e-01,-1.651989415624803836e+00,1.000000000000000000e+00
-6.438599088998714359e-01,-3.629858822606683022e-01,0.000000000000000000e+00
8.667347034552832508e-01,-1.301501862558591460e+00,1.000000000000000000e+00
5.592894324394966921e-01,-1.956920515843776354e+00,1.000000000000000000e+00
1.146749955470848237e+00,-1.214243710001848831e+00,1.000000000000000000e+00
6.149551101019559152e-01,4.212286724269826976e-01,1.000000000000000000e+00
-5.558186127144260080e-01,-1.551220636543040765e+00,0.000000000000000000e+00
-9.183738650000408121e-01,-6.011022568970711966e-01,0.000000000000000000e+00
7.618302721661509569e-01,-1.894464100654130956e+00,1.000000000000000000e+00
-2.455805996096674382e-01,-1.509397154264945584e+00,0.000000000000000000e+00
2.314538212115035964e-01,-6.353010786381243502e-01,0.000000000000000000e+00
4.815341190678931182e-01,-5.348169306278912627e-01,1.000000000000000000e+00
7.391228221609703608e-01,-7.489382739343379836e-01,1.000000000000000000e+00
-4.628286582500318325e-01,-1.598503438990885428e+00,0.000000000000000000e+00
3.834201507385377461e-01,-6.603447027048671147e-01,1.000000000000000000e+00
-8.725827329505395635e-01,-1.377149343116446989e+00,0.000000000000000000e+00
2.276337772225922595e-01,-9.635255786987171334e-01,1.000000000000000000e+00
3.260673927243032955e-01,-1.709091568622584933e+00,0.000000000000000000e+00
7.173047952336477628e-01,-4.692148337877330988e-01,1.000000000000000000e+00
-7.450157625201268008e-01,-9.491392133705816025e-01,0.000000000000000000e+00
-1.236391830970708927e+00,-9.611715628916243093e-01,0.000000000000000000e+00
-7.987671993995435482e-01,-6.824601136555170644e-01,0.000000000000000000e+00
1.298888092679644224e+00,1.194567095138592272e-01,1.000000000000000000e+00
-4.153784802904813556e-01,-1.012426953204365265e+00,0.000000000000000000e+00
-6.080029161086011324e-01,-1.351908257900792831e+00,0.000000000000000000e+00
8.744369886281142534e-01,-1.323025816564962431e+00,1.000000000000000000e+00
7.894255550320758985e-01,-5.165263436914678818e-01,1.000000000000000000e+00
-1.208466349537089757e+00,-6.053858309309259056e-01,0.000000000000000000e+00
-4.663753322733654727e-02,-1.234359374990988023e+00,0.000000000000000000e+00
-3.557323826070285522e-01,-1.479236105042663896e+00,1.000000000000000000e+00
1.353692340177823361e+00,-1.186759142644888687e+00,1.000000000000000000e+00
2.055439507498133533e-01,-1.427712572109556488e+00,1.000000000000000000e+00
1.125505080149545201e+00,-9.019583273947580082e-01,1.000000000000000000e+00
5.857290173124215515e-01,-1.358737317402791467e+00,1.000000000000000000e+00
-9.010741414191800747e-01,-1.636530203744699818e+00,0.000000000000000000e+00
1.512882911631989735e+00,-1.336485346101117688e+00,1.000000000000000000e+00
-9.661580648452094966e-02,-4.146670855342229345e-01,0.000000000000000000e+00
-2.060396178232890008e-01,-1.391135267854472835e+00,0.000000000000000000e+00
-5.033300217289644607e-01,-1.187422914690906772e+00,0.000000000000000000e+00
2.533441365322046668e-01,-1.013145470634646106e+00,1.000000000000000000e+00
-1.294714962477170328e+00,-5.814854172646667374e-01,0.000000000000000000e+00
-9.375037155464657213e-01,-1.074745283559028985e+00,0.000000000000000000e+00
8.468390026703398465e-01,-1.304777598347486300e+00,1.000000000000000000e+00
-4.118481661596318233e-01,-1.412776939806710708e+00,0.000000000000000000e+00
-2.695464181686471061e-01,-1.848314951618822866e+00,0.000000000000000000e+00
7.683848566704746252e-01,-2.058606119663053402e-01,1.000000000000000000e+00
-1.205360729200056547e+00,-1.514197596757874464e+00,0.000000000000000000e+00
-4.482411420678116820e-01,-1.085534220525649740e+00,0.000000000000000000e+00
-5.298800172604896108e-01,-9.307315464216168177e-01,0.000000000000000000e+00
1.022555801178153700e+00,-6.204751905173361282e-01,1.000000000000000000e+00
9.101043953615249871e-01,-1.295953938804718986e+00,1.000000000000000000e+00
1.041481917498634502e+00,-2.253841440478399072e-01,1.000000000000000000e+00
-7.715119400885559475e-01,-1.662589763830769396e+00,0.000000000000000000e+00
-1.516547322537827869e-01,-1.235515693472247767e+00,0.000000000000000000e+00
-3.811397061097493433e-01,-7.516142729202368589e-01,1.000000000000000000e+00
-9.728591598742305502e-01,-1.220591752647528949e+00,0.000000000000000000e+00
-5.392049016127619110e-01,-1.080075271605915432e+00,0.000000000000000000e+00
1.059920975466788429e+00,-1.393068296780369364e+00,1.000000000000000000e+00
9.617479659853100937e-01,-1.305098450287406342e+00,1.000000000000000000e+00
-3.357898264535176813e-01,-8.676413694889218986e-01,0.000000000000000000e+00
-1.172914417919566965e+00,-6.323340534079324726e-01,0.000000000000000000e+00
-9.731767894542932007e-01,-7.712962123548761095e-01,0.000000000000000000e+00
8.888387235979390288e-01,-2.562332730978864603e-01,1.000000000000000000e+00
5.934620757113426848e-01,-1.349983509554546490e+00,1.000000000000000000e+00
6.954852639534024883e-01,-1.326915002912585351e+00,1.000000000000000000e+00
1.105166017868293826e+00,-1.983480415713741785e+00,1.000000000000000000e+00
-1.232036276470446223e+00,-1.709226572285045265e+00,0.000000000000000000e+00
1.180348862884056604e+00,-3.200184252044850908e-01,1.000000000000000000e+00
6.529704576285330075e-01,-1.259735973090452932e+00,1.000000000000000000e+00
7.402211484538594455e-01,-5.943859601913524804e-01,1.000000000000000000e+00
2.415184998019817009e-01,-1.056140620128055208e+00,1.000000000000000000e+00
1.192793881788483557e+00,-9.247780265255250987e-01,1.000000000000000000e+00
-6.104042585978974866e-01,-6.748020652118780216e-01,0.000000000000000000e+00
-2.056811213396887883e+00,-8.363874517299947353e-01,0.000000000000000000e+00
3.781572253335568345e-01,-2.090641559923676063e+00,1.000000000000000000e+00
-4.495937671347788323e-01,-4.884958389139697488e-01,0.000000000000000000e+00
6.364708095834228363e-01,-6.988878378939782365e-01,1.000000000000000000e+00
1.511334195891591570e+00,-5.178678847034240418e-01,1.000000000000000000e+00
1.147871977884272754e-01,-8.042613659595024833e-01,0.000000000000000000e+00
-6.674782474464727722e-01,-1.976308017444032838e+00,0.000000000000000000e+00
5.821638228322945086e-01,-1.596948409153543524e+00,1.000000000000000000e+00
1.790666425646175508e+00,-1.263268017711616009e+00,1.000000000000000000e+00
7.667974702895116179e-01,-8.995824234752138882e-01,1.000000000000000000e+00
-6.833938437110422814e-01,-3.277995912800720779e-01,0.000000000000000000e+00
3.938703860300427628e-01,-1.078021383876826444e+00,1.000000000000000000e+00
3.339597740482446175e-01,-1.835336367105800726e+00,1.000000000000000000e+00
3.993105214446260320e-01,-1.193843510019653831e+00,1.000000000000000000e+00
-9.198461791558991685e-01,-1.521535601432376650e+00,0.000000000000000000e+00
2.036335061351812747e-03,-1.216877897809795162e+00,1.000000000000000000e+00
-4.716512011823237316e-02,-7.952971296506463617e-01,1.000000000000000000e+00
-6.639751904300175145e-01,-1.904100861227913999e+00,0.000000000000000000e+00
5.505905283723370180e-01,-1.551403314290739299e+00,1.000000000000000000e+00
8.647823221068589028e-01,-5.050998884838754366e-01,1.000000000000000000e+00
-1.642781301720141585e+00,-1.117812071921739925e+00,0.000000000000000000e+00
6.251286691139485985e-01,-8.396550732702148245e-01,1.000000000000000000e+00
-5.985967527784246123e-01,-1.551309777364858089e+00,0.000000000000000000e+00
-8.647220347305782928e-01,-1.573338039897193230e+00,0.000000000000000000e+00
1.243198636196567897e+00,-1.164669287159476596e+00,1.000000000000000000e+00
1.655790409773772343e+00,-1.205655518402758197e+00,1.000000000000000000e+00
3.509916834420373499e-01,-1.932182307801861398e+00,1.000000000000000000e+00
-1.963747712307037929e-01,-1.967393082998192710e+00,1.000000000000000000e+00
-5.716317413915275036e-01,-9.209625998804816804e-01,0.000000000000000000e+00
-8.540028411879796444e-02,-7.278059544573900475e-01,1.000000000000000000e+00
-9.467255927389889303e-01,-1.101928605502674019e+00,0.000000000000000000e+00
1.511305381024981020e+00,-7.269054535626817692e-01,1.000000000000000000e+00
5.709297429443526140e-01,-1.620921224203091482e+00,1.000000000000000000e+00
-3.707126337673837257e-01,-1.534901771116657709e+00,1.000000000000000000e+00
-8.107601863111164597e-01,-1.668914875071040527e+00,0.000000000000000000e+00
6.395665833511163800e-01,-1.136899170016063554e+00,1.000000000000000000e+00
5.927670759932294198e-01,-1.500326401907177587e+00,1.000000000000000000e+00
7.895224028806325789e-01,-9.543547867107431415e-01,1.000000000000000000e+00
1.599955281758457248e-01,-4.698589216223126863e-01,1.000000000000000000e+00
-7.544891330394000173e-01,-1.165900300023024805e+00,0.000000000000000000e+00
1.059302278525547258e+00,-1.058717045863696971e+00,1.000000000000000000e+00
-2.286267499406466341e-01,-1.031763028894536527e+00,0.000000000000000000e+00
-1.011413754217488137e+00,-9.945733488923977905e-01,0.000000000000000000e+00
-1.277058170557600070e+00,-1.121045258607187067e+00,0.000000000000000000e+00
-7.218100622194996152e-01,-1.279383540131718400e+00,0.000000000000000000e+00
-7.694638226167345163e-01,-2.116249634244268041e+00,0.000000000000000000e+00
-9.795575207677499341e-01,-1.128902660924891332e+00,0.000000000000000000e+00
7.851232628959688986e-01,-1.689162681958426671e+00,1.000000000000000000e+00
-7.234114646491884848e-02,-1.608412535602699034e+00,0.000000000000000000e+00
-2.204664666339007928e-01,-9.617279305596061478e-01,0.000000000000000000e+00
-1.028308721819170657e+00,-2.876696651906925917e-01,0.000000000000000000e+00
1.083766510190287136e-01,-7.157480246904469601e-01,1.000000000000000000e+00
1.205486225918757981e+00,-1.510635216033770156e+00,1.000000000000000000e+00
-8.962416865104794184e-03,-1.300348368794924880e+00,0.000000000000000000e+00
8.495418815371972299e-01,-1.045164192109837353e+00,1.000000000000000000e+00
-7.723494376325430455e-01,-7.699209749155575544e-01,0.000000000000000000e+00
-3.084507066211626958e-01,-2.049591098114539101e+00,0.000000000000000000e+00
1.357365188336344897e+00,-2.006571105513284881e+00,1.000000000000000000e+00
-1.889219647264405166e-01,-6.119725430816569389e-01,0.000000000000000000e+00
1.597118517896696233e-01,-1.380732255472740144e+00,1.000000000000000000e+00
1.523427326543008720e-01,-1.282785626639815435e+00,1.000000000000000000e+00
-8.592122089901398363e-01,-7.854948453607786263e-01,0.000000000000000000e+00
-5.004069383746501121e-02,-4.774832061004705697e-01,0.000000000000000000e+00
4.241110536081176829e-01,-1.279936048367711576e+00,1.000000000000000000e+00
